"";"ID";"Commune";"Langue";"Canton";"Poids";"An_Debut";"An_Fin";"F_1";"F_2"
"Collonges13";6211;"Collonges";"Français";"Valais";8,38240168694078e-05;2008;2013;-0,696604165735743;-0,517890909180367
"Cologny13";6617;"Cologny";"Français";"Genève";0,000547019652050096;2008;2013;-2,11259589938502;2,00069020421815
"Commugny13";5711;"Commugny";"Français";"Vaud";0,000221891459720299;2008;2013;-1,67166211321746;1,67555282343124
"Concise13";5554;"Concise";"Français";"Vaud";0,00010226828429109;2008;2013;-0,310041442862495;0,514287238445949
"Confignon13";6618;"Confignon";"Français";"Genève";0,000479323024137041;2008;2013;1,00080129101484;1,46626869578685
"Conthey13";6023;"Conthey";"Français";"Valais";0,000816978548814909;2008;2013;-0,695062236271909;-0,617807088704014
"Coppet13";5712;"Coppet";"Français";"Vaud";0,000231678673838328;2008;2013;-1,26877319044053;1,79776925032672
"Corbeyrier13";5404;"Corbeyrier";"Français";"Vaud";4,98827010158572e-05;2008;2013;0,618702635018374;-1,0965533202267
"Corbières13";2129;"Corbières";"Français";"Fribourg";0,000101858195682598;2008;2013;-0,20703443855106;-1,37189640523498
"Corcelles (BE)13";687;"Corcelles (BE)";"Français";"Berne";3,10416172909124e-05;2008;2013;0,214593195629899;-2,75262760844898
"Corcelles-le-Jorat13";5785;"Corcelles-le-Jorat";"Français";"Vaud";6,17059218431628e-05;2008;2013;-0,356968681976338;-0,0667283204828607
"Corcelles-près-Concise13";5555;"Corcelles-près-Concise";"Français";"Vaud";3,89824985174807e-05;2008;2013;0,0903629182059713;0,962747105229312
"Corcelles-près-Payerne13";5816;"Corcelles-près-Payerne";"Français";"Vaud";0,000219154603047312;2008;2013;-1,37767536016494;0,0123730020403737
"Corgémont13";431;"Corgémont";"Français";"Berne";0,000232380294009403;2008;2013;0,455831196119806;-1,5629846546415
"Corminboeuf13";2183;"Corminboeuf";"Français";"Fribourg";0,000334056181461121;2008;2013;0,287763077958461;0,473589582853455
"Cormoret13";432;"Cormoret";"Français";"Berne";8,03397195233011e-05;2008;2013;1,67332832162817;-0,795728858377241
"Cornaux13";6451;"Cornaux";"Français";"Neuchâtel";0,000191178561463747;2008;2013;0,426158389504282;-0,671665942756161
"Cornol13";6782;"Cornol";"Français";"Jura";0,000111332192185527;2008;2013;0,71716470327857;-1,1997295330362
"Corseaux13";5883;"Corseaux";"Français";"Vaud";0,000307142935168167;2008;2013;-0,781228455084242;1,53316063284274
"Corsier (GE)13";6619;"Corsier (GE)";"Français";"Genève";0,000217463600459068;2008;2013;-1,38048597756288;1,94687058393529
"Corsier-sur-Vevey13";5884;"Corsier-sur-Vevey";"Français";"Vaud";0,000345482540686778;2008;2013;1,0238032625038;0,329039490627725
"Cortaillod13";6408;"Cortaillod";"Français";"Neuchâtel";0,000534328870954289;2008;2013;0,451077882236172;0,0930041509492308
"Cortébert13";433;"Cortébert";"Français";"Berne";8,57658987697809e-05;2008;2013;1,06381989801829;-1,75477099125739
"Cossonay13";5477;"Cossonay";"Français";"Vaud";0,000304209668781001;2008;2013;0,678615683863081;0,786506337492772
"Cottens (FR)13";2186;"Cottens (FR)";"Français";"Fribourg";0,000156745092116279;2008;2013;0,227670337678279;-0,566763157356361
"Courchapoix13";6706;"Courchapoix";"Français";"Jura";6,11606970628187e-05;2008;2013;2,08724553297121;-0,695759898432805
"Courchavon13";6783;"Courchavon";"Français";"Jura";4,33727064975098e-05;2008;2013;-0,216624393373709;-0,72754168385
"Courgenay13";6784;"Courgenay";"Français";"Jura";0,000270201277693688;2008;2013;0,981055705227316;-0,846216415825865
"Courrendlin13";6708;"Courrendlin";"Français";"Jura";0,000372391744806441;2008;2013;1,60816607792677;-1,16177564904709
"Courroux13";6709;"Courroux";"Français";"Jura";0,000343329546770694;2008;2013;1,69301514201078;-1,04216579598952
"Court13";690;"Court";"Français";"Berne";0,000207543558397963;2008;2013;0,111619446008824;-2,35069435470983
"Courtedoux13";6785;"Courtedoux";"Français";"Jura";0,00010624575758941;2008;2013;0,632024702562205;-0,737718426378063
"Courtelary13";434;"Courtelary";"Français";"Berne";0,000170399237233012;2008;2013;1,41088331941177;-1,24670185543171
"Courtepin13";2254;"Courtepin";"Français";"Fribourg";0,000493207204144106;2008;2013;0,559348199697885;-0,857232620793971
"Courtételle13";6710;"Courtételle";"Français";"Jura";0,000267644190352762;2008;2013;1,69739209902759;-0,493271584793714
"Crans (VD)13";5713;"Crans (VD)";"Français";"Vaud";0,000205405923054775;2008;2013;-1,8430307824707;1,94435054195991
"Crans-Montana13";6253;"Crans-Montana";"Français";"Valais";0,00101742056515887;2008;2013;-0,891276485155671;-0,400399609213566
"Crassier13";5714;"Crassier";"Français";"Vaud";9,27128980324202e-05;2008;2013;-0,74001242456315;1,46121170818775
"Crémines13";691;"Crémines";"Français";"Berne";8,63811167140795e-05;2008;2013;1,44308350948471;-1,87531252649445
"Cressier (FR)13";2257;"Cressier (FR)";"Français";"Fribourg";0,000114585654000774;2008;2013;0,571213472619151;-0,203776413899653
"Cressier (NE)13";6452;"Cressier (NE)";"Français";"Neuchâtel";0,000214965602421951;2008;2013;0,408963552430729;0,163410023507218
"Crésuz13";2130;"Crésuz";"Français";"Fribourg";4,8506756716161e-05;2008;2013;0,255843607290013;-1,03655480249228
"Crissier13";5583;"Crissier";"Français";"Vaud";0,000497304029915839;2008;2013;0,539531657346908;0,565971178933477
"Cronay13";5910;"Cronay";"Français";"Vaud";5,40491628215581e-05;2008;2013;-0,0699546988841936;0,078182874859534
"Croy13";5752;"Croy";"Français";"Vaud";4,41546209908636e-05;2008;2013;0,809717623265524;0,529155939449465
"Cuarnens13";5479;"Cuarnens";"Français";"Vaud";5,98577386310514e-05;2008;2013;-0,676016788500493;0,846666813696559
"Cuarny13";5911;"Cuarny";"Français";"Vaud";2,70927345083221e-05;2008;2013;-1,98346439714357;-1,50001382324235
"Cudrefin13";5456;"Cudrefin";"Français";"Vaud";0,000134656568142361;2008;2013;-0,415123010738253;0,248867653079937
"Cugy (FR)13";2011;"Cugy (FR)";"Français";"Fribourg";0,000209180393820661;2008;2013;-0,73392486894522;-0,694373941155644
"Cugy (VD)13";5516;"Cugy (VD)";"Français";"Vaud";0,000265071545080154;2008;2013;0,376971595254703;1,03941521608674
"Curtilles13";5669;"Curtilles";"Français";"Vaud";4,22345282112657e-05;2008;2013;-0,0337170205355157;-0,0539133716770557
"Daillens13";5480;"Daillens";"Français";"Vaud";9,2399501111435e-05;2008;2013;0,055583207311377;0,371134165572155
"Damphreux13";6787;"Damphreux";"Français";"Jura";2,42274056459424e-05;2008;2013;0,708704272956745;-1,53670951100056
"Dardagny13";6620;"Dardagny";"Français";"Genève";0,000158126201878437;2008;2013;0,726296736244331;0,662755290526669
"Delémont13";6711;"Delémont";"Français";"Jura";0,00143833838869307;2008;2013;2,3557771463586;0,351260781882472
"Delley-Portalban13";2051;"Delley-Portalban";"Français";"Fribourg";0,000130829252838737;2008;2013;-0,0448383133631556;-1,53323184252973
"Démoret13";5912;"Démoret";"Français";"Vaud";2,44492529453542e-05;2008;2013;-2,02034261815437;-0,228083125051991
"Denens13";5631;"Denens";"Français";"Vaud";7,96704343892269e-05;2008;2013;-0,933790239916898;1,69253261591769
"Denges13";5632;"Denges";"Français";"Vaud";0,000130536257253106;2008;2013;0,963818553955356;0,948621831623357
"Develier13";6712;"Develier";"Français";"Jura";0,000160979762950866;2008;2013;0,830771590617842;-0,105707073841935
"Dizy13";5481;"Dizy";"Français";"Vaud";2,67460659964103e-05;2008;2013;1,44525529323013;-0,135808644432015
"Dompierre (VD)13";5671;"Dompierre (VD)";"Français";"Vaud";3,65729913681251e-05;2008;2013;-1,53489594586446;0,292644882608296
"Donneloye13";5913;"Donneloye";"Français";"Vaud";0,000100693786746277;2008;2013;-0,419500655429537;0,114244377211689
"Dorénaz13";6212;"Dorénaz";"Français";"Valais";9,96140699568552e-05;2008;2013;-1,03520760744384;-1,82177934281284
"Duillier13";5715;"Duillier";"Français";"Vaud";0,000101068360463482;2008;2013;-1,11023989818666;1,633009752026
"Dully13";5855;"Dully";"Français";"Vaud";4,91249673644341e-05;2008;2013;-2,40153738555932;1,2468407627788
"Echallens13";5518;"Echallens";"Français";"Vaud";0,000471884534447983;2008;2013;0,589097032881385;0,570708086064291
"Echandens13";5633;"Echandens";"Français";"Vaud";0,000279614450146421;2008;2013;-0,752723334741782;1,1119501319478
"Echarlens13";2131;"Echarlens";"Français";"Fribourg";8,37223881071184e-05;2008;2013;-0,177074743844337;-0,0112480720088173
"Echichens13";5634;"Echichens";"Français";"Vaud";0,000275566048824653;2008;2013;-0,490627266119768;1,25189737469193
"Eclépens13";5482;"Eclépens";"Français";"Vaud";0,000115055307978137;2008;2013;-0,169447010210358;0,490451084512329
"Ecublens (FR)13";2072;"Ecublens (FR)";"Français";"Fribourg";4,05982945568011e-05;2008;2013;-0,0672283760004088;-0,172599116502421
"Ecublens (VD)13";5635;"Ecublens (VD)";"Français";"Vaud";0,000789687258038154;2008;2013;1,01358594422166;0,502610141555072
"Enges13";6453;"Enges";"Français";"Neuchâtel";4,27711667745966e-05;2008;2013;0,936100243539233;0,321442665385969
"Epalinges13";5584;"Epalinges";"Français";"Vaud";0,000918396797621683;2008;2013;0,324845229479527;1,31007395941757
"Ependes (VD)13";5914;"Ependes (VD)";"Français";"Vaud";3,74122940811746e-05;2008;2013;-0,247691075334667;0,495888045820814
"Eschert13";692;"Eschert";"Français";"Berne";4,69630704892554e-05;2008;2013;0,496261148588526;-1,5582822982609
"Essertes13";5788;"Essertes";"Français";"Vaud";3,96640294929109e-05;2008;2013;-0,706528381073657;0,222268420923904
"Essertines-sur-Rolle13";5856;"Essertines-sur-Rolle";"Français";"Vaud";6,32471477970491e-05;2008;2013;-1,14962360488671;1,26510698725983
"Essertines-sur-Yverdon13";5520;"Essertines-sur-Yverdon";"Français";"Vaud";9,76338736581643e-05;2008;2013;-0,254590365620227;0,114171952037438
"Estavayer13";2054;"Estavayer";"Français";"Fribourg";0,00100440038033018;2008;2013;0,106259485195023;-0,620488943930611
"Etagnières13";5521;"Etagnières";"Français";"Vaud";9,53177416188283e-05;2008;2013;-0,236938424834751;0,606161896538042
"Etoy13";5636;"Etoy";"Français";"Vaud";0,000204510809931139;2008;2013;0,317755995658828;1,52430315124044
"Evionnaz13";6213;"Evionnaz";"Français";"Valais";0,000155936433732683;2008;2013;0,411587596263266;-0,976229662250063
"Evolène13";6083;"Evolène";"Français";"Valais";0,000270891926938041;2008;2013;-1,49729885494231;-0,970437231585988
"Eysins13";5716;"Eysins";"Français";"Vaud";0,000103214914716805;2008;2013;0,384837828414539;0,906854161206243
"Fahy13";6789;"Fahy";"Français";"Jura";5,12150599022481e-05;2008;2013;1,17588119746869;-1,79635661116615
"Faoug13";5458;"Faoug";"Français";"Vaud";7,24580120980601e-05;2008;2013;0,331144238569917;0,231597047822118
"Féchy13";5427;"Féchy";"Français";"Vaud";8,48286042599632e-05;2008;2013;-1,72886582338838;1,71204875502495
"Ferpicloz13";2194;"Ferpicloz";"Français";"Fribourg";3,34190319938743e-05;2008;2013;-1,67769607147704;-0,997925335060498
"Ferreyres13";5483;"Ferreyres";"Français";"Vaud";3,28175947019357e-05;2008;2013;2,31779917007224;0,356026660621211
"Fétigny13";2016;"Fétigny";"Français";"Fribourg";9,77555560744851e-05;2008;2013;0,156501445341358;-1,21011441512983
"Fey13";5522;"Fey";"Français";"Vaud";6,74307820367765e-05;2008;2013;0,194990838659102;0,514127283605208
"Fiez13";5556;"Fiez";"Français";"Vaud";4,76728234120607e-05;2008;2013;0,083145064340065;0,562089086323815
"Finhaut13";6214;"Finhaut";"Français";"Valais";6,59700518673899e-05;2008;2013;-0,277227183702446;-0,254977475558383
"Fontaines-sur-Grandson13";5557;"Fontaines-sur-Grandson";"Français";"Vaud";1,89809059850127e-05;2008;2013;0,076876681479508;-1,13036206189971
"Fontenais13";6790;"Fontenais";"Français";"Jura";0,000238031933202947;2008;2013;2,63742102200895;0,0467942649406489
"Forel (Lavaux)13";5604;"Forel (Lavaux)";"Français";"Vaud";0,000206405144059697;2008;2013;-0,229719837006132;0,19288799270164
"Founex13";5717;"Founex";"Français";"Vaud";0,000229903473470829;2008;2013;-1,67804121347949;1,97987554596795
"Fribourg13";2196;"Fribourg";"Français";"Fribourg";0,00440273306864394;2008;2013;1,47069181588149;0,576955831950919
"Froideville13";5523;"Froideville";"Français";"Vaud";0,000214333442194348;2008;2013;0,0785188680326144;0,158935609859258
"Fully13";6133;"Fully";"Français";"Valais";0,000844302037905463;2008;2013;-0,536474719980275;-0,871725034334506
"Genève13";6621;"Genève";"Français";"Genève";0,0165385240651877;2008;2013;2,26909319357062;0,962697324640727
"Genolier13";5718;"Genolier";"Français";"Vaud";0,000175373482496527;2008;2013;-1,63818515967987;1,59944644990953
"Genthod13";6622;"Genthod";"Français";"Genève";0,000257573677435158;2008;2013;-0,136739935027456;1,49651133547924
"Gibloux13";2236;"Gibloux";"Français";"Fribourg";0,000811887405856562;2008;2013;0,702012629690166;-0,651630126168554
"Giez13";5559;"Giez";"Français";"Vaud";5,11631206279647e-05;2008;2013;-0,875476964202377;0,756194898679902
"Gilly13";5857;"Gilly";"Français";"Vaud";0,000108282929308902;2008;2013;-0,988203863715515;0,713640013952649
"Gimel13";5428;"Gimel";"Français";"Vaud";0,000161078504446519;2008;2013;-0,4190214230985;0,323011815478421
"Gingins13";5719;"Gingins";"Français";"Vaud";0,000119345196653404;2008;2013;-0,763226198510292;1,07057989860646
"Givisiez13";2197;"Givisiez";"Français";"Fribourg";0,00029882199900411;2008;2013;0,363439173292039;0,211556934578854
"Givrins13";5720;"Givrins";"Français";"Vaud";0,000106853324176189;2008;2013;-1,20351194166754;1,28768775434274
"Gland13";5721;"Gland";"Français";"Vaud";0,000808234560063996;2008;2013;0,327277221152304;0,984032623378635
"Gletterens13";2022;"Gletterens";"Français";"Fribourg";9,93623637957841e-05;2008;2013;0,118649274333518;-1,42582486738051
"Gollion13";5484;"Gollion";"Français";"Vaud";7,53129292549803e-05;2008;2013;-0,0621599464484868;0,514791145365418
"Goumoëns13";5541;"Goumoëns";"Français";"Vaud";0,000108945141296052;2008;2013;-0,840203436532091;0,362445720881664
"Grancy13";5485;"Grancy";"Français";"Vaud";4,90927690506342e-05;2008;2013;-0,933322907311588;1,49205820154231
"Grandcour13";5817;"Grandcour";"Français";"Vaud";0,000103994113910762;2008;2013;-1,086547420063;-0,29435250517117
"Grandevent13";5560;"Grandevent";"Français";"Vaud";2,56234181219221e-05;2008;2013;0,668177813202581;-0,605443995337787
"Grandfontaine13";6792;"Grandfontaine";"Français";"Jura";4,18204725730937e-05;2008;2013;0,627865543393847;-0,678547627680187
"Grandson13";5561;"Grandson";"Français";"Vaud";0,000335729671436802;2008;2013;-0,0428431340982696;0,807807383180349
"Grandval13";694;"Grandval";"Français";"Berne";5,36799167517462e-05;2008;2013;1,75076999588965;-2,53091888700901
"Grandvillard13";2134;"Grandvillard";"Français";"Fribourg";0,000103843159750384;2008;2013;-0,487198870767551;-0,734640401707976
"Granges (Veveyse)13";2328;"Granges (Veveyse)";"Français";"Fribourg";0,00010984942413666;2008;2013;0,642175793017438;0,121727242778503
"Granges-Paccot13";2198;"Granges-Paccot";"Français";"Fribourg";0,000252290217320167;2008;2013;0,676320366389019;-0,326967117578773
"Grangettes13";2079;"Grangettes";"Français";"Fribourg";2,29519497241332e-05;2008;2013;-0,798692340792111;-2,06478204423642
"Grens13";5722;"Grens";"Français";"Vaud";4,17697992154212e-05;2008;2013;-0,449791005032498;1,34495973094513
"Grimisuat13";6263;"Grimisuat";"Français";"Valais";0,000364787576364042;2008;2013;-0,687250349975421;-0,133531176636314
"Grolley13";2200;"Grolley";"Français";"Fribourg";0,000217950767048995;2008;2013;0,166621214024985;-0,422374497492544
"Grône13";6238;"Grône";"Français";"Valais";0,000254439661863443;2008;2013;-0,596233222501452;-1,07625289786859
"Gruyères13";2135;"Gruyères";"Français";"Fribourg";0,00023173135511701;2008;2013;-0,271052685797162;-0,406244348035329
"Gryon13";5405;"Gryon";"Français";"Vaud";0,000123643671545685;2008;2013;-0,68471745201003;0,452410484862875
"Gy13";6624;"Gy";"Français";"Genève";5,88187762372319e-05;2008;2013;-0,270165099929267;2,24783622657034
"Haut-Intyamon13";2121;"Haut-Intyamon";"Français";"Fribourg";0,000228820264751601;2008;2013;-0,626160499280216;-0,901380945153907
"Haute-Ajoie13";6809;"Haute-Ajoie";"Français";"Jura";0,000177197136280974;2008;2013;1,31292527789265;-0,975583535788045
"Haute-Sorne13";6729;"Haute-Sorne";"Français";"Jura";0,000812246469963457;2008;2013;1,91323687871673;-1,01936627975156
"Hautemorges13";5656;"Hautemorges";"Français";"Vaud";0,000421067009054803;2008;2013;-0,190889130052567;0,977855112143256
"Hauterive (FR)13";2233;"Hauterive (FR)";"Français";"Fribourg";0,000259856198260067;2008;2013;0,567137572429522;-0,0837219350098083
"Hauterive (NE)13";6454;"Hauterive (NE)";"Français";"Neuchâtel";0,000335949693247768;2008;2013;0,2389502469972;0,662134646359499
"Hauteville13";2137;"Hauteville";"Français";"Fribourg";6,66168782001808e-05;2008;2013;-0,289635242897403;-0,806969827286971
"Henniez13";5819;"Henniez";"Français";"Vaud";3,14652655223419e-05;2008;2013;0,206511873030831;-1,24497845606979
"Hérémence13";6084;"Hérémence";"Français";"Valais";0,00027167971234901;2008;2013;-1,70889123524828;-0,666167281753684
"Hermance13";6625;"Hermance";"Français";"Genève";0,000116779746741922;2008;2013;0,340399724665661;1,5189153706787
"Hermenches13";5673;"Hermenches";"Français";"Vaud";4,20091400146668e-05;2008;2013;-0,420263826570458;-0,140145948296392
"Icogne13";6239;"Icogne";"Français";"Valais";6,51232362144538e-05;2008;2013;0,573794508468059;-0,703922923358418
"Isérables13";6134;"Isérables";"Français";"Valais";0,000134627589659941;2008;2013;-1,70205611630768;-0,970709970687142
"Jongny13";5885;"Jongny";"Français";"Vaud";0,000170700433887042;2008;2013;0,145747540268347;1,25081353772302
"Jorat-Menthue13";5804;"Jorat-Menthue";"Français";"Vaud";0,000170044661562651;2008;2013;-0,584919984190789;0,145415013939989
"Jorat-Mézières13";5806;"Jorat-Mézières";"Français";"Vaud";0,00027319088654335;2008;2013;0,589431636633501;0,599473415042241
"Jouxtens-Mézery13";5585;"Jouxtens-Mézery";"Français";"Vaud";0,000161975764124408;2008;2013;-0,684331830653806;1,76895008672195
"Juriens13";5754;"Juriens";"Français";"Vaud";4,33196113863208e-05;2008;2013;-0,562775364084974;0,907442509681767
"Jussy13";6626;"Jussy";"Français";"Genève";0,00016106615596433;2008;2013;-0,998521029815801;1,29871352434031
"L'Abbaye13";5871;"L'Abbaye";"Français";"Vaud";0,000151496286259683;2008;2013;0,0456964259632003;0,327072859318661
"L'Abergement13";5741;"L'Abergement";"Français";"Vaud";3,2036248953726e-05;2008;2013;-0,545957387047855;-0,566752124073784
"L'Isle13";5486;"L'Isle";"Français";"Vaud";0,000114373777002707;2008;2013;0,198396784678474;0,501741111653434
"La Baroche13";6810;"La Baroche";"Français";"Jura";0,000186386058027396;2008;2013;0,832280384162951;-1,51595134961652
"La Brévine13";6432;"La Brévine";"Français";"Neuchâtel";0,000104223795215867;2008;2013;-0,813491368523284;-1,1444979548872
"La Brillaz13";2234;"La Brillaz";"Français";"Fribourg";0,000209457232806391;2008;2013;0,181986371270728;-0,0300295106678441
"La Chaux (Cossonay)13";5474;"La Chaux (Cossonay)";"Français";"Vaud";4,87772255753957e-05;2008;2013;0,65097645598038;0,894788807561517
"La Chaux-de-Fonds13";6421;"La Chaux-de-Fonds";"Français";"Neuchâtel";0,00438697410431338;2008;2013;2,24517058627837;-0,0967753898559123
"La Chaux-des-Breuleux13";6744;"La Chaux-des-Breuleux";"Français";"Jura";1,91572811928274e-05;2008;2013;2,16868989445322;0,428621906659452
"La Chaux-du-Milieu13";6435;"La Chaux-du-Milieu";"Français";"Neuchâtel";7,02137896262104e-05;2008;2013;0,756977452514515;0,312154727760958
"La Côte-aux-Fées13";6504;"La Côte-aux-Fées";"Français";"Neuchâtel";9,2701091984027e-05;2008;2013;-0,459997116136782;-1,18645017478682
"La Ferrière13";435;"La Ferrière";"Français";"Berne";5,97084072723645e-05;2008;2013;1,20982671744479;-1,10428404716417
"La Grande Béroche13";6417;"La Grande Béroche";"Français";"Neuchâtel";0,00108164010203268;2008;2013;0,381194290013637;0,13680301908356
"La Neuveville13";723;"La Neuveville";"Français";"Berne";0,000507564559246725;2008;2013;0,95413381507072;0,345555825709362
"La Praz13";5758;"La Praz";"Français";"Vaud";2,40542869627427e-05;2008;2013;0,66462599104065;-0,676530759525043
"La Rippe13";5726;"La Rippe";"Français";"Vaud";8,75107237994908e-05;2008;2013;-0,888458192434029;1,68400444834573
"La Roche13";2149;"La Roche";"Français";"Fribourg";0,000176928651983112;2008;2013;-0,215776966416426;-2,02849548266659
"La Sagne13";6423;"La Sagne";"Français";"Neuchâtel";0,00014866176136817;2008;2013;0,430599313407025;-0,280485885068562
"La Sarraz13";5498;"La Sarraz";"Français";"Vaud";0,000196417227118983;2008;2013;0,47962505836699;0,700999469899185
"La Sonnaz13";2235;"La Sonnaz";"Français";"Fribourg";0,00012314768448727;2008;2013;0,971563819651871;0,0503828697823056
"La Tène13";6461;"La Tène";"Français";"Neuchâtel";0,000485841430203092;2008;2013;0,586521560949339;0,244981246034775
"La Tour-de-Peilz13";5889;"La Tour-de-Peilz";"Français";"Vaud";0,00132572800600947;2008;2013;0,39734821009646;1,22530202823589
"La Verrerie13";2338;"La Verrerie";"Français";"Fribourg";0,000140314555612694;2008;2013;-0,0137098501452962;-0,740450187813184
"Laconnex13";6627;"Laconnex";"Français";"Genève";9,28147990890313e-05;2008;2013;-0,142074961149934;1,79383358789728
"Lajoux (JU)13";6750;"Lajoux (JU)";"Français";"Jura";8,76448834403236e-05;2008;2013;3,37308326673686;-0,330655261167579
"Lancy13";6628;"Lancy";"Français";"Genève";0,00279531097080309;2008;2013;1,87705866396992;0,468628405491287
"Lausanne13";5586;"Lausanne";"Français";"Vaud";0,0127007193267387;2008;2013;2,47354372286109;1,11965297893997
"Lavey-Morcles13";5406;"Lavey-Morcles";"Français";"Vaud";0,00011305471941404;2008;2013;-0,0427642842047167;-0,650249554011624
"Lavigny13";5637;"Lavigny";"Français";"Vaud";8,57505493117656e-05;2008;2013;-0,370664936908178;1,22796566501306
"Le Bémont (JU)13";6741;"Le Bémont (JU)";"Français";"Jura";4,80871083829522e-05;2008;2013;1,11442323187534;-0,608920096574416
"Le Cerneux-Péquignot13";6434;"Le Cerneux-Péquignot";"Français";"Neuchâtel";5,89572591217822e-05;2008;2013;-0,631379053148656;-0,209703581919646
"Le Châtelard13";2067;"Le Châtelard";"Français";"Fribourg";4,54943489899956e-05;2008;2013;-0,566920993340588;-1,74299571455665
"Le Chenit13";5872;"Le Chenit";"Français";"Vaud";0,000503929369618722;2008;2013;0,811412528212513;0,331181154124637
"Le Flon13";2337;"Le Flon";"Français";"Fribourg";0,000136264715192581;2008;2013;0,508858311710366;-1,03382575862085
"Le Grand-Saconnex13";6623;"Le Grand-Saconnex";"Français";"Genève";0,000799848044457149;2008;2013;1,38701493274248;0,930411326364162
"Le Landeron13";6455;"Le Landeron";"Français";"Neuchâtel";0,000507569925632359;2008;2013;0,270214351064903;0,0720393206507632
"Le Lieu13";5873;"Le Lieu";"Français";"Vaud";0,000113560232940698;2008;2013;0,761878301247443;0,36490759989473
"Le Locle13";6436;"Le Locle";"Français";"Neuchâtel";0,00155298907119446;2008;2013;1,576838434158;-0,264764403681653
"Le Mont-sur-Lausanne13";5587;"Le Mont-sur-Lausanne";"Français";"Vaud";0,000680216210950038;2008;2013;-0,407327567195484;1,18263978605326
"Le Mouret13";2220;"Le Mouret";"Français";"Fribourg";0,00037882989288517;2008;2013;0,107377083584561;-1,16533825487029
"Le Noirmont13";6754;"Le Noirmont";"Français";"Jura";0,000220092647256014;2008;2013;2,29071374750921;-0,540512434348515
"Le Pâquier (FR)13";2145;"Le Pâquier (FR)";"Français";"Fribourg";0,0001659464208791;2008;2013;0,0945790293575128;-0,149871214371354
"Le Vaud13";5731;"Le Vaud";"Français";"Vaud";0,000118386760179295;2008;2013;0,289472727706174;0,891329561308366
"Lens13";6240;"Lens";"Français";"Valais";0,000420029150073321;2008;2013;-1,30314844191448;-0,325742753181558
"Les Bois13";6742;"Les Bois";"Français";"Jura";0,000140431872360927;2008;2013;2,39508966638355;-0,189761565875348
"Les Breuleux13";6743;"Les Breuleux";"Français";"Jura";0,000210589851576551;2008;2013;2,02394835845822;-0,316343475154649
"Les Clées13";5750;"Les Clées";"Français";"Vaud";2,7254799354448e-05;2008;2013;0,133126201743372;0,425638594277647
"Les Enfers13";6745;"Les Enfers";"Français";"Jura";2,49172017725787e-05;2008;2013;2,6625632066347;-1,19269803622169
"Les Genevez (JU)13";6748;"Les Genevez (JU)";"Français";"Jura";6,80178646250605e-05;2008;2013;1,91187155272179;-0,306029355109658
"Les Montets13";2050;"Les Montets";"Français";"Fribourg";0,000167379133980507;2008;2013;0,229028490340392;-1,15841927385057
"Les Planchettes13";6422;"Les Planchettes";"Français";"Neuchâtel";3,4203195472456e-05;2008;2013;1,34691131555451;-1,42238308008066
"Les Ponts-de-Martel13";6437;"Les Ponts-de-Martel";"Français";"Neuchâtel";0,000199287170155677;2008;2013;-0,361763560381497;-0,859117485403291
"Les Verrières13";6511;"Les Verrières";"Français";"Neuchâtel";0,000108951580958812;2008;2013;-0,415657730570236;-0,861092732205202
"Leysin13";5407;"Leysin";"Français";"Vaud";0,000193687883385882;2008;2013;0,264423789804777;0,856409521457895
"Leytron13";6135;"Leytron";"Français";"Valais";0,000351284676833511;2008;2013;-1,31801855794822;-0,960184759502806
"Liddes13";6033;"Liddes";"Français";"Valais";0,000114109750829548;2008;2013;-1,06184779610171;-0,819704095920716
"Lignerolle13";5755;"Lignerolle";"Français";"Vaud";4,74603145409817e-05;2008;2013;-0,792193561487688;-0,330556333637748
"Lignières13";6456;"Lignières";"Français";"Neuchâtel";0,000113477590601945;2008;2013;0,364617477819613;-0,225694809545905
"Lonay13";5638;"Lonay";"Français";"Vaud";0,000253587479824874;2008;2013;-0,684171514573264;1,0573163492457
"Longirod13";5429;"Longirod";"Français";"Vaud";4,59244549727288e-05;2008;2013;-0,878374928847338;0,757851049023362
"Lovatens13";5674;"Lovatens";"Français";"Vaud";2,04233904432461e-05;2008;2013;-0,026977230480356;-0,136504849052253
"Loveresse13";696;"Loveresse";"Français";"Berne";4,54239500726622e-05;2008;2013;0,683151999190465;-1,92309095198691
"Lucens13";5675;"Lucens";"Français";"Vaud";0,000327962364871152;2008;2013;0,205680024341039;-0,0665905875308355
"Lugnez13";6793;"Lugnez";"Français";"Jura";2,65427671273413e-05;2008;2013;1,03287244784972;-1,41333502769563
"Luins13";5858;"Luins";"Français";"Vaud";4,39431853969112e-05;2008;2013;-1,10102417167389;0,780410940346796
"Lully (FR)13";2025;"Lully (FR)";"Français";"Fribourg";0,000119531653611806;2008;2013;0,55812275644789;-1,5862667697215
"Lully (VD)13";5639;"Lully (VD)";"Français";"Vaud";8,73003614826651e-05;2008;2013;-0,126873125067031;1,46520905709541
"Lussery-Villars13";5487;"Lussery-Villars";"Français";"Vaud";4,65705678029791e-05;2008;2013;-0,165639765331318;0,103071383045421
"Lussy-sur-Morges13";5640;"Lussy-sur-Morges";"Français";"Vaud";6,94388835407606e-05;2008;2013;-0,483712767344973;1,9567322175689
"Lutry13";5606;"Lutry";"Français";"Vaud";0,0010883394978573;2008;2013;-0,788821606414122;1,61911867735013
