"";"ID";"Commune";"Langue";"Canton";"Poids";"An_Debut";"An_Fin";"F_1";"F_2"
"Villars-Sainte-Croix2";5651;"Villars-Sainte-Croix";"Français";"Vaud";6,91619780420819e-05;1986;1991;-0,608128448380769;-0,212495266009965
"Villars-sous-Yens2";5652;"Villars-sous-Yens";"Français";"Vaud";6,43311576949774e-05;1986;1991;-0,69742096985688;0,282153503016394
"Villars-sur-Glâne2";2228;"Villars-sur-Glâne";"Français";"Fribourg";0,00125811760273143;1986;1991;1,23051625537824;1,60660699175568
"Villarsel-sur-Marly2";2230;"Villarsel-sur-Marly";"Français";"Fribourg";1,4435583400232e-05;1986;1991;-0,839376664730587;0,742920789862203
"Villarzel2";5830;"Villarzel";"Français";"Vaud";6,03611056034557e-05;1986;1991;-1,40736622404334;-0,30970617710783
"Villaz2";2117;"Villaz";"Français";"Fribourg";0,000269434256364294;1986;1991;0,046335386402462;-0,718704540364547
"Villeneuve (VD)2";5414;"Villeneuve (VD)";"Français";"Vaud";0,000380911418637881;1986;1991;0,34931208418043;0,135116225013824
"Villeret2";448;"Villeret";"Français";"Berne";0,000130507946435651;1986;1991;2,25053487565832;1,4281614875737
"Villorsonnens2";2114;"Villorsonnens";"Français";"Fribourg";0,000167981330124724;1986;1991;-0,106643237149622;-1,38050662808405
"Vinzel2";5863;"Vinzel";"Français";"Vaud";3,67575950339109e-05;1986;1991;-0,746808878660133;0,401287288334821
"Vionnaz2";6158;"Vionnaz";"Français";"Valais";0,000246035901961682;1986;1991;-1,40686932474751;-1,65212564169571
"Vouvry2";6159;"Vouvry";"Français";"Valais";0,000374749734653716;1986;1991;-0,720665174649245;-1,22457043686879
"Vuadens2";2160;"Vuadens";"Français";"Fribourg";0,000239330157173775;1986;1991;0,169512011283309;-0,460492891693512
"Vuarrens2";5539;"Vuarrens";"Français";"Vaud";7,6532172070868e-05;1986;1991;-1,69877674964273;-1,37258159918023
"Vucherens2";5692;"Vucherens";"Français";"Vaud";5,80621459981463e-05;1986;1991;1,16712907868108;0,516560046279707
"Vufflens-la-Ville2";5503;"Vufflens-la-Ville";"Français";"Vaud";0,000140897674633899;1986;1991;0,622758086285232;1,1933159059303
"Vufflens-le-Château2";5653;"Vufflens-le-Château";"Français";"Vaud";9,40341021753408e-05;1986;1991;-1,20317435628424;0,648312950577389
"Vugelles-La Mothe2";5937;"Vugelles-La Mothe";"Français";"Vaud";1,63481571933115e-05;1986;1991;-0,61473950818783;0,148574526475539
"Vuisternens-devant-Romont2";2113;"Vuisternens-devant-Romont";"Français";"Fribourg";0,000247185820145135;1986;1991;-0,528966747522669;-0,901330709010641
"Vuiteboeuf2";5766;"Vuiteboeuf";"Français";"Vaud";4,88813334566818e-05;1986;1991;-1,19799001221831;-0,200029195381839
"Vulliens2";5803;"Vulliens";"Français";"Vaud";6,12089945335185e-05;1986;1991;-0,803734822453557;-0,198474245615206
"Vullierens2";5654;"Vullierens";"Français";"Vaud";6,44642440586835e-05;1986;1991;-0,729837933086629;0,196167470387295
"Vully-les-Lacs2";5464;"Vully-les-Lacs";"Français";"Vaud";0,000295573007742754;1986;1991;-1,58642118121971;-1,06486984201972
"Yens2";5655;"Yens";"Français";"Vaud";0,000138122179984351;1986;1991;-0,383281117955375;0,563033480842042
"Yverdon-les-Bains2";5938;"Yverdon-les-Bains";"Français";"Vaud";0,002527488210781;1986;1991;0,983600939449456;0,41842448606967
"Yvonand2";5939;"Yvonand";"Français";"Vaud";0,000294054320608528;1986;1991;0,0368549869274102;-0,032461016391162
"Yvorne2";5415;"Yvorne";"Français";"Vaud";0,000128387556445529;1986;1991;-0,894745573158603;-0,451427651544561
"Aclens3";5621;"Aclens";"Français";"Vaud";5,21462424759868e-05;1988;1993;-0,67998271544208;0,498927567715306
"Agiez3";5742;"Agiez";"Français";"Vaud";3,68316511556506e-05;1988;1993;-1,90225438214628;-0,57591653906349
"Aigle3";5401;"Aigle";"Français";"Vaud";0,000754382880233744;1988;1993;-0,18538437336056;-0,0149582159215214
"Aire-la-Ville3";6601;"Aire-la-Ville";"Français";"Genève";0,000117478902179542;1988;1993;1,39760360909962;1,82586327245444
"Allaman3";5851;"Allaman";"Français";"Vaud";5,12039051587778e-05;1988;1993;0,383306566807032;1,08490834829067
"Alle3";6771;"Alle";"Français";"Jura";0,000226885941069257;1988;1993;0,7418272016533;-0,397969491400882
"Anières3";6602;"Anières";"Français";"Genève";0,000256879992697363;1988;1993;0,124388565672465;1,67422733233607
"Anniviers3";6252;"Anniviers";"Français";"Valais";0,000356936554182512;1988;1993;-1,41679723979296;-0,894681712277932
"Arbaz3";6261;"Arbaz";"Français";"Valais";0,000133729256704925;1988;1993;-1,10077556188522;-1,52053114193718
"Ardon3";6021;"Ardon";"Français";"Valais";0,000279376182624302;1988;1993;-2,07635436440212;-1,04172784290466
"Arnex-sur-Nyon3";5701;"Arnex-sur-Nyon";"Français";"Vaud";1,90721345407789e-05;1988;1993;-1,54096506284345;0,338826834699244
"Arnex-sur-Orbe3";5743;"Arnex-sur-Orbe";"Français";"Vaud";8,09347548444344e-05;1988;1993;-0,938906337356278;-0,0279286550176286
"Arzier-Le Muids3";5702;"Arzier-Le Muids";"Français";"Vaud";0,000203725171074423;1988;1993;-0,216518804027293;0,345367994072109
"Assens3";5511;"Assens";"Français";"Vaud";0,000162400781866566;1988;1993;-0,744975950004822;0,823362482500571
"Attalens3";2321;"Attalens";"Français";"Fribourg";0,000327276480320898;1988;1993;0,813523134335176;0,184291813667237
"Aubonne3";5422;"Aubonne";"Français";"Vaud";0,000371850813134603;1988;1993;-0,283274262738082;0,863740669843068
"Auboranges3";2061;"Auboranges";"Français";"Fribourg";3,35617325019826e-05;1988;1993;0,436420045465783;-0,510321543414004
"Autigny3";2173;"Autigny";"Français";"Fribourg";9,76599467340525e-05;1988;1993;0,461925068247558;-0,715663589405222
"Avenches3";5451;"Avenches";"Français";"Vaud";0,000302899197409347;1988;1993;-0,179752959000091;0,0919167035100288
"Avry3";2174;"Avry";"Français";"Fribourg";0,000225870645249003;1988;1993;0,693017964758818;0,240351449377481
"Avully3";6603;"Avully";"Français";"Genève";0,000229966337838859;1988;1993;2,42515266522309;0,678736679577853
"Avusy3";6604;"Avusy";"Français";"Genève";0,000173992325510568;1988;1993;0,863479083714269;1,5214591067811
"Ayent3";6082;"Ayent";"Français";"Valais";0,000483918117592114;1988;1993;-0,531977584659641;-1,53665987534548
"Ballaigues3";5744;"Ballaigues";"Français";"Vaud";0,000115742205339201;1988;1993;-0,562490674991643;-0,142394589597144
"Ballens3";5423;"Ballens";"Français";"Vaud";6,56630946091647e-05;1988;1993;-0,875899522856724;0,555997704190179
"Bardonnex3";6605;"Bardonnex";"Français";"Genève";0,000274191475223228;1988;1993;1,7661255004308;1,79536273842697
"Bas-Intyamon3";2162;"Bas-Intyamon";"Français";"Fribourg";0,00016025267060558;1988;1993;-0,394516214632263;-0,286316502289176
"Basse-Allaine3";6807;"Basse-Allaine";"Français";"Jura";0,000196388982501265;1988;1993;-0,046073394250742;-1,07364190349955
"Bassins3";5703;"Bassins";"Français";"Vaud";0,000113838211716503;1988;1993;-0,0865982428822838;0,418261147336847
"Baulmes3";5745;"Baulmes";"Français";"Vaud";0,000122422282175544;1988;1993;-0,424698299117017;-0,552882640524301
"Bavois3";5746;"Bavois";"Français";"Vaud";7,85960839854385e-05;1988;1993;-0,250060506844953;-0,933787016688019
"Begnins3";5704;"Begnins";"Français";"Vaud";0,000158943756241589;1988;1993;0,316500881681176;0,881457293383598
"Belfaux3";2175;"Belfaux";"Français";"Fribourg";0,00034778825135638;1988;1993;1,237704650559;1,05280263307025
"Bellevue3";6606;"Bellevue";"Français";"Genève";0,000218619012262083;1988;1993;0,886663136673806;1,1389449844096
"Belmont-Broye3";2053;"Belmont-Broye";"Français";"Fribourg";0,00055377786181574;1988;1993;0,262732821903082;-0,378705245817332
"Belmont-sur-Lausanne3";5581;"Belmont-sur-Lausanne";"Français";"Vaud";0,000318692470328174;1988;1993;0,201642741658185;0,915232115943498
"Belmont-sur-Yverdon3";5902;"Belmont-sur-Yverdon";"Français";"Vaud";3,86401231140756e-05;1988;1993;-1,66593517977472;-0,105676860248508
"Belprahon3";681;"Belprahon";"Français";"Berne";5,05651070197729e-05;1988;1993;1,50818412289005;-0,288995104589281
"Bercher3";5512;"Bercher";"Français";"Vaud";0,000113492616481718;1988;1993;-0,653791077190226;0,789753664981237
"Bernex3";6607;"Bernex";"Français";"Genève";0,00114440475496801;1988;1993;2,05111659154094;1,57698571956497
"Berolle3";5424;"Berolle";"Français";"Vaud";3,09554588871776e-05;1988;1993;0,433314926629244;1,51524827219555
"Bettens3";5471;"Bettens";"Français";"Vaud";4,42211641727166e-05;1988;1993;-1,49798501025524;0,694207535249231
"Beurnevésin3";6773;"Beurnevésin";"Français";"Jura";2,41159132510924e-05;1988;1993;1,36375395612287;-0,81531306812593
"Bex3";5402;"Bex";"Français";"Vaud";0,000628684956267628;1988;1993;0,0527911933965219;-0,117670906193804
"Bière3";5425;"Bière";"Français";"Vaud";0,000160797305839334;1988;1993;-0,72808194411765;0,154581260390342
"Billens-Hennens3";2063;"Billens-Hennens";"Français";"Fribourg";8,85442382760966e-05;1988;1993;0,224543454602817;-0,702425368561418
"Bioley-Magnoux3";5903;"Bioley-Magnoux";"Français";"Vaud";3,48997523276595e-05;1988;1993;-2,02081307349588;-1,19269891755103
"Blonay3";5881;"Blonay";"Français";"Vaud";0,000573857667529241;1988;1993;-0,161172821171841;1,19167886610476
"Boécourt3";6702;"Boécourt";"Français";"Jura";0,000100177540448353;1988;1993;0,847686836844795;0,0231775016818944
"Bofflens3";5747;"Bofflens";"Français";"Vaud";2,91630860856525e-05;1988;1993;-1,15862810054194;-1,03286241728566
"Bogis-Bossey3";5705;"Bogis-Bossey";"Français";"Vaud";6,21588447906141e-05;1988;1993;0,219135938950295;0,978459371180338
"Bois-d'Amont3";2238;"Bois-d'Amont";"Français";"Fribourg";0,000289231097854153;1988;1993;0,590710228136197;0,203384069717167
"Boncourt3";6774;"Boncourt";"Français";"Jura";0,000210787738193443;1988;1993;0,147734206338018;-0,262205649694373
"Bonfol3";6775;"Bonfol";"Français";"Jura";0,000103707411318311;1988;1993;0,983922216025216;-0,999150196648398
"Bonvillars3";5551;"Bonvillars";"Français";"Vaud";5,78303181387873e-05;1988;1993;-0,260274325306706;0,0591621211412412
"Borex3";5706;"Borex";"Français";"Vaud";9,30767389783586e-05;1988;1993;-0,200691719393559;1,54626251737389
"Bossonnens3";2323;"Bossonnens";"Français";"Fribourg";0,000128450435368573;1988;1993;0,71368882354178;-0,428901608400355
"Bottens3";5514;"Bottens";"Français";"Vaud";0,000113947685983423;1988;1993;-0,488216562276015;0,57275266682862
"Botterens3";2123;"Botterens";"Français";"Fribourg";6,77228071380199e-05;1988;1993;0,170390382759099;-0,389943297929912
"Boudry3";6404;"Boudry";"Français";"Neuchâtel";0,000528139281764831;1988;1993;0,746601889955376;0,491199348463841
"Bougy-Villars3";5426;"Bougy-Villars";"Français";"Vaud";5,00157873795633e-05;1988;1993;-0,749132356281788;0,692542448318382
"Boulens3";5661;"Boulens";"Français";"Vaud";3,69840565076366e-05;1988;1993;-1,08004996380932;-0,303432296102468
"Bourg-en-Lavaux3";5613;"Bourg-en-Lavaux";"Français";"Vaud";0,000717116551841795;1988;1993;-0,716863518409796;0,366238333553434
"Bourg-Saint-Pierre3";6032;"Bourg-Saint-Pierre";"Français";"Valais";4,20638771481265e-05;1988;1993;-1,9237817799041;-2,41530852894839
"Bournens3";5472;"Bournens";"Français";"Vaud";4,49735314385065e-05;1988;1993;-1,11945692013337;0,522981918016
"Bourrignon3";6703;"Bourrignon";"Français";"Jura";4,32841932411409e-05;1988;1993;-0,0756638131359164;0,425434408546615
"Boussens3";5473;"Boussens";"Français";"Vaud";7,91971191763691e-05;1988;1993;-0,0969425228407617;0,492186818492496
"Bovernier3";6131;"Bovernier";"Français";"Valais";0,000127158654135502;1988;1993;-1,91934335338868;-2,94738795567129
"Bremblens3";5622;"Bremblens";"Français";"Vaud";5,42326932102172e-05;1988;1993;-0,369985459100826;-0,0266720170874789
"Bretigny-sur-Morrens3";5515;"Bretigny-sur-Morrens";"Français";"Vaud";7,40571950167861e-05;1988;1993;-0,167951501435515;0,10469402375111
"Bretonnières3";5748;"Bretonnières";"Français";"Vaud";3,65171809575387e-05;1988;1993;-1,01715418445661;-0,608513131760635
"Broc3";2124;"Broc";"Français";"Fribourg";0,000291960958574265;1988;1993;0,187805759421599;-0,36192408464873
"Brot-Plamboz3";6433;"Brot-Plamboz";"Français";"Neuchâtel";4,11655441931107e-05;1988;1993;-0,991267998049024;-1,72947026611537
"Buchillon3";5623;"Buchillon";"Français";"Vaud";8,62324507416367e-05;1988;1993;-0,277204322207461;0,647348177313284
"Bulle3";2125;"Bulle";"Français";"Fribourg";0,00188076272976021;1988;1993;0,386047390200576;0,190287793744635
"Bullet3";5552;"Bullet";"Français";"Vaud";7,69271380534795e-05;1988;1993;-0,336483835649647;-0,621842657660066
"Bure3";6778;"Bure";"Français";"Jura";0,000104532238550114;1988;1993;-0,769927132477353;-0,646755342101323
"Bursinel3";5852;"Bursinel";"Français";"Vaud";4,33217579405741e-05;1988;1993;0,422738607310111;1,24719833922023
"Bursins3";5853;"Bursins";"Français";"Vaud";7,67189222909071e-05;1988;1993;-0,733575238979971;1,27777887866703
"Burtigny3";5854;"Burtigny";"Français";"Vaud";4,13598073530364e-05;1988;1993;-0,305295285302978;0,62267726761147
"Bussigny3";5624;"Bussigny";"Français";"Vaud";0,000689731885955021;1988;1993;0,919490927427978;0,813046619058969
"Bussy-sur-Moudon3";5663;"Bussy-sur-Moudon";"Français";"Vaud";2,5001990665585e-05;1988;1993;0,0207163170379872;0,450161039691904
"Carouge (GE)3";6608;"Carouge (GE)";"Français";"Genève";0,00182519833569605;1988;1993;2,69399089305228;1,04091262521883
"Cartigny3";6609;"Cartigny";"Français";"Genève";0,000123084181220119;1988;1993;0,499451508803343;1,46981512060421
"Céligny3";6610;"Céligny";"Français";"Genève";8,48166359450497e-05;1988;1993;0,863141303389653;1,1275556164519
"Chalais3";6232;"Chalais";"Français";"Valais";0,000366863294327006;1988;1993;-0,688384583642924;-1,28997223261549
"Chamblon3";5904;"Chamblon";"Français";"Vaud";5,87629959618564e-05;1988;1993;-0,025409235044751;1,35152023680069
"Chamoson3";6022;"Chamoson";"Français";"Valais";0,000429318363604579;1988;1993;-1,80115264993866;-2,2437357737786
"Champagne3";5553;"Champagne";"Français";"Vaud";8,8991846234284e-05;1988;1993;-0,972366209381655;-0,0399122643582915
"Champéry3";6151;"Champéry";"Français";"Valais";0,000181753041737404;1988;1993;-1,46207866002627;-1,63086985065272
"Champoz3";683;"Champoz";"Français";"Berne";2,725350959892e-05;1988;1993;-1,0527719557763;-1,51012442720545
"Champtauroz3";5812;"Champtauroz";"Français";"Vaud";1,73312790413336e-05;1988;1993;0,474154983483611;0,257163364173245
"Champvent3";5905;"Champvent";"Français";"Vaud";7,87001918667247e-05;1988;1993;-0,988761862967225;-0,554578425402271
"Chancy3";6611;"Chancy";"Français";"Genève";0,00012234782502369;1988;1993;2,0451055110752;0,697461917246257
"Chapelle (Glâne)3";2066;"Chapelle (Glâne)";"Français";"Fribourg";3,88930234849073e-05;1988;1993;-0,0603699424726585;-0,888164506833469
"Chardonne3";5882;"Chardonne";"Français";"Vaud";0,000332771719675723;1988;1993;-0,186362622351625;0,821946069403506
"Château-d'Oex3";5841;"Château-d'Oex";"Français";"Vaud";0,000346297158025914;1988;1993;-1,03842109571178;-0,266180695696128
"Châtel-Saint-Denis3";2325;"Châtel-Saint-Denis";"Français";"Fribourg";0,00062839453050047;1988;1993;-0,0313519171595772;-0,566073258657564
"Châtel-sur-Montsalvens3";2128;"Châtel-sur-Montsalvens";"Français";"Fribourg";3,69936797219863e-05;1988;1993;0,321618597108737;-1,30814285301009
"Châtillon (FR)3";2008;"Châtillon (FR)";"Français";"Fribourg";5,61198288237369e-05;1988;1993;0,171076298255;-0,631669980529768
"Châtillon (JU)3";6704;"Châtillon (JU)";"Français";"Jura";5,6962036943318e-05;1988;1993;1,37192747407962;-0,238808877571802
"Châtonnaye3";2068;"Châtonnaye";"Français";"Fribourg";8,68389672042029e-05;1988;1993;0,602305000815869;-0,0916548116816904
"Chavannes-de-Bogis3";5707;"Chavannes-de-Bogis";"Français";"Vaud";8,19146568610766e-05;1988;1993;0,276936776606611;1,03950263121468
"Chavannes-des-Bois3";5708;"Chavannes-des-Bois";"Français";"Vaud";5,27408380041574e-05;1988;1993;0,147382097059739;1,7277989512688
"Chavannes-le-Chêne3";5907;"Chavannes-le-Chêne";"Français";"Vaud";3,17915417688471e-05;1988;1993;-1,8970214200721;-1,26861005065745
"Chavannes-le-Veyron3";5475;"Chavannes-le-Veyron";"Français";"Vaud";2,03858257438129e-05;1988;1993;0,0458961369656591;1,12825583270271
"Chavannes-près-Renens3";5627;"Chavannes-près-Renens";"Français";"Vaud";0,000424770888418913;1988;1993;1,64800620067277;0,506205378428359
"Chavannes-sur-Moudon3";5665;"Chavannes-sur-Moudon";"Français";"Vaud";2,88947668039871e-05;1988;1993;-0,908113232584704;-0,560938581761445
"Chavornay3";5749;"Chavornay";"Français";"Vaud";0,000353755360779086;1988;1993;-0,274460720701599;0,308903513025907
"Chêne-Bougeries3";6612;"Chêne-Bougeries";"Français";"Genève";0,00126302265685109;1988;1993;1,01504284579435;1,97302817660338
"Chêne-Bourg3";6613;"Chêne-Bourg";"Français";"Genève";0,000728066992054835;1988;1993;2,11338082255872;1,12604881542789
"Chêne-Pâquier3";5908;"Chêne-Pâquier";"Français";"Vaud";1,88757248265998e-05;1988;1993;-1,60578527052388;0,464655930001013
"Chénens3";2177;"Chénens";"Français";"Fribourg";7,25831864441873e-05;1988;1993;0,574728256233934;-1,1459726261723
"Cheseaux-Noréaz3";5909;"Cheseaux-Noréaz";"Français";"Vaud";8,31768307620308e-05;1988;1993;-0,690676183378263;0,74992383851444
"Cheseaux-sur-Lausanne3";5582;"Cheseaux-sur-Lausanne";"Français";"Vaud";0,000367105854957631;1988;1993;0,224469738208455;0,698660863607544
"Chéserex3";5709;"Chéserex";"Français";"Vaud";0,000115846313220487;1988;1993;-0,112260373259706;1,21887458608674
"Chessel3";5403;"Chessel";"Français";"Vaud";4,18996657477473e-05;1988;1993;-0,897170479884417;0,653529003955167
"Chevilly3";5476;"Chevilly";"Français";"Vaud";3,30558622240546e-05;1988;1993;-0,404379087752264;1,22877360565621
"Chevroux3";5813;"Chevroux";"Français";"Vaud";5,33601189062412e-05;1988;1993;-0,901854473007147;-0,803749357618036
"Chexbres3";5601;"Chexbres";"Français";"Vaud";0,000263952117037046;1988;1993;0,122567896477056;0,785011239928972
"Cheyres-Châbles3";2055;"Cheyres-Châbles";"Français";"Fribourg";0,000240147831085235;1988;1993;-0,0194637759334277;0,323561037700196
"Chigny3";5628;"Chigny";"Français";"Vaud";3,60674778414674e-05;1988;1993;-0,598205783277341;1,16922680655757
"Chippis3";6235;"Chippis";"Français";"Valais";0,00017761663169125;1988;1993;-0,229870896425344;-1,14702023658105
"Choulex3";6614;"Choulex";"Français";"Genève";0,000139108955147172;1988;1993;0,872475657553782;1,26676568811469
"Clarmont3";5629;"Clarmont";"Français";"Vaud";2,00477434489145e-05;1988;1993;0,297959831863652;0,409311784322529
"Clos du Doubs3";6808;"Clos du Doubs";"Français";"Jura";0,000207462322029459;1988;1993;0,44562458002309;-0,378003109680014
"Coeuve3";6781;"Coeuve";"Français";"Jura";9,01421424614197e-05;1988;1993;0,754716084239242;-1,29642557313927
"Coinsins3";5710;"Coinsins";"Français";"Vaud";4,41149097371771e-05;1988;1993;0,528683770697801;0,433246593819875
"Collex-Bossy3";6615;"Collex-Bossy";"Français";"Genève";0,000156453261871987;1988;1993;0,760306503962259;1,02582599203349
"Collombey-Muraz3";6152;"Collombey-Muraz";"Français";"Valais";0,000620931602304624;1988;1993;-0,850901860386577;-1,13789930883061
"Collonge-Bellerive3";6616;"Collonge-Bellerive";"Français";"Genève";0,000828454333841472;1988;1993;0,0979096521607939;1,70757072112084
"Collonges3";6211;"Collonges";"Français";"Valais";8,38240168694078e-05;1988;1993;-1,9888312653538;-1,94988087341965
"Cologny3";6617;"Cologny";"Français";"Genève";0,000547019652050096;1988;1993;-0,247468238040358;1,87250597479786
"Commugny3";5711;"Commugny";"Français";"Vaud";0,000221891459720299;1988;1993;0,0641335472384818;1,48041761178436
"Concise3";5554;"Concise";"Français";"Vaud";0,00010226828429109;1988;1993;-0,514009288666422;-0,546912978415259
"Confignon3";6618;"Confignon";"Français";"Genève";0,000479323024137041;1988;1993;1,45236799909475;1,66551780042235
"Conthey3";6023;"Conthey";"Français";"Valais";0,000816978548814909;1988;1993;-1,62648467495414;-1,10743907585206
"Coppet3";5712;"Coppet";"Français";"Vaud";0,000231678673838328;1988;1993;0,139256372786176;1,41861651318478
"Corbeyrier3";5404;"Corbeyrier";"Français";"Vaud";4,98827010158572e-05;1988;1993;0,0961589272934595;0,237720182164133
"Corbières3";2129;"Corbières";"Français";"Fribourg";0,000101858195682598;1988;1993;-0,0271572078913495;-0,780747972596525
"Corcelles (BE)3";687;"Corcelles (BE)";"Français";"Berne";3,10416172909124e-05;1988;1993;0,985790232931668;-1,64063433686069
"Corcelles-le-Jorat3";5785;"Corcelles-le-Jorat";"Français";"Vaud";6,17059218431628e-05;1988;1993;-0,817604424542202;0,434483158934134
"Corcelles-près-Concise3";5555;"Corcelles-près-Concise";"Français";"Vaud";3,89824985174807e-05;1988;1993;-0,533831843562595;-0,118481395813177
"Corcelles-près-Payerne3";5816;"Corcelles-près-Payerne";"Français";"Vaud";0,000219154603047312;1988;1993;-0,89170630778442;-0,565215406827365
"Corgémont3";431;"Corgémont";"Français";"Berne";0,000232380294009403;1988;1993;1,29153515650772;-0,774513805098459
"Corminboeuf3";2183;"Corminboeuf";"Français";"Fribourg";0,000334056181461121;1988;1993;1,29182075481239;1,12171964146864
"Cormoret3";432;"Cormoret";"Français";"Berne";8,03397195233011e-05;1988;1993;0,484314225725536;-0,784042589517621
"Cornaux3";6451;"Cornaux";"Français";"Neuchâtel";0,000191178561463747;1988;1993;-0,00129767597890839;-0,00612548933485328
"Cornol3";6782;"Cornol";"Français";"Jura";0,000111332192185527;1988;1993;1,2817924709615;-1,08017655089472
"Corseaux3";5883;"Corseaux";"Français";"Vaud";0,000307142935168167;1988;1993;-0,324623790777059;1,32190599788634
"Corsier (GE)3";6619;"Corsier (GE)";"Français";"Genève";0,000217463600459068;1988;1993;0,436290488584589;1,33822600550888
"Corsier-sur-Vevey3";5884;"Corsier-sur-Vevey";"Français";"Vaud";0,000345482540686778;1988;1993;0,96211366380966;0,775145671552902
"Cortaillod3";6408;"Cortaillod";"Français";"Neuchâtel";0,000534328870954289;1988;1993;0,480263366255079;0,482693915169725
"Cortébert3";433;"Cortébert";"Français";"Berne";8,57658987697809e-05;1988;1993;2,45243125185352;-0,299766043427937
"Cossonay3";5477;"Cossonay";"Français";"Vaud";0,000304209668781001;1988;1993;0,238532119752048;0,819138899197624
"Cottens (FR)3";2186;"Cottens (FR)";"Français";"Fribourg";0,000156745092116279;1988;1993;0,218753294080765;0,07834833586914
"Courchapoix3";6706;"Courchapoix";"Français";"Jura";6,11606970628187e-05;1988;1993;1,65645678779836;-0,934412698433443
"Courchavon3";6783;"Courchavon";"Français";"Jura";4,33727064975098e-05;1988;1993;0,783971575838618;-1,15646249588753
"Courgenay3";6784;"Courgenay";"Français";"Jura";0,000270201277693688;1988;1993;0,949382555056469;-0,562303899856453
"Courrendlin3";6708;"Courrendlin";"Français";"Jura";0,000372391744806441;1988;1993;1,28909492765713;-0,585792624096106
"Courroux3";6709;"Courroux";"Français";"Jura";0,000343329546770694;1988;1993;1,56255844035724;-0,344506255687561
"Court3";690;"Court";"Français";"Berne";0,000207543558397963;1988;1993;0,491698870775493;-1,86133236462816
"Courtedoux3";6785;"Courtedoux";"Français";"Jura";0,00010624575758941;1988;1993;0,889233935886569;-0,966584849693039
"Courtelary3";434;"Courtelary";"Français";"Berne";0,000170399237233012;1988;1993;1,05685812678064;0,0154295901086334
"Courtepin3";2254;"Courtepin";"Français";"Fribourg";0,000493207204144106;1988;1993;1,16423094208031;0,298150825666587
"Courtételle3";6710;"Courtételle";"Français";"Jura";0,000267644190352762;1988;1993;1,94899752054313;0,0132156622875047
"Crans (VD)3";5713;"Crans (VD)";"Français";"Vaud";0,000205405923054775;1988;1993;0,16394901342377;1,37330430740483
"Crans-Montana3";6253;"Crans-Montana";"Français";"Valais";0,00101742056515887;1988;1993;-1,25974009302691;-1,04784859687437
"Crassier3";5714;"Crassier";"Français";"Vaud";9,27128980324202e-05;1988;1993;-0,476082195400619;0,72755238949212
"Crémines3";691;"Crémines";"Français";"Berne";8,63811167140795e-05;1988;1993;1,7396366971886;-0,690248894570071
"Cressier (FR)3";2257;"Cressier (FR)";"Français";"Fribourg";0,000114585654000774;1988;1993;1,36508465205903;0,879430521161328
"Cressier (NE)3";6452;"Cressier (NE)";"Français";"Neuchâtel";0,000214965602421951;1988;1993;0,234171324631449;0,436204333771235
"Crésuz3";2130;"Crésuz";"Français";"Fribourg";4,8506756716161e-05;1988;1993;-0,570935474833458;-1,65331360393842
"Crissier3";5583;"Crissier";"Français";"Vaud";0,000497304029915839;1988;1993;0,334273783880312;0,447301195357907
"Cronay3";5910;"Cronay";"Français";"Vaud";5,40491628215581e-05;1988;1993;-0,430894283084387;0,505178601903282
"Croy3";5752;"Croy";"Français";"Vaud";4,41546209908636e-05;1988;1993;0,092526916849275;-0,251161704234873
"Cuarnens3";5479;"Cuarnens";"Français";"Vaud";5,98577386310514e-05;1988;1993;-1,81816715629449;0,548870734684378
"Cuarny3";5911;"Cuarny";"Français";"Vaud";2,70927345083221e-05;1988;1993;-0,0740463764128259;-1,3787136070463
"Cudrefin3";5456;"Cudrefin";"Français";"Vaud";0,000134656568142361;1988;1993;-0,763313691829601;-0,292983688685276
"Cugy (FR)3";2011;"Cugy (FR)";"Français";"Fribourg";0,000209180393820661;1988;1993;-0,265110160058471;-0,520430469838136
"Cugy (VD)3";5516;"Cugy (VD)";"Français";"Vaud";0,000265071545080154;1988;1993;0,0991465774576455;0,959144398307533
"Curtilles3";5669;"Curtilles";"Français";"Vaud";4,22345282112657e-05;1988;1993;-0,415528430082994;-0,349023321902277
"Daillens3";5480;"Daillens";"Français";"Vaud";9,2399501111435e-05;1988;1993;-0,208093498469913;0,0530911778425588
"Damphreux3";6787;"Damphreux";"Français";"Jura";2,42274056459424e-05;1988;1993;1,15989797667935;-0,165363509808751
"Dardagny3";6620;"Dardagny";"Français";"Genève";0,000158126201878437;1988;1993;1,462716111697;1,43874922791707
"Delémont3";6711;"Delémont";"Français";"Jura";0,00143833838869307;1988;1993;2,39079644349535;0,747826165055977
"Delley-Portalban3";2051;"Delley-Portalban";"Français";"Fribourg";0,000130829252838737;1988;1993;0,0291844875437519;-1,395759580297
"Démoret3";5912;"Démoret";"Français";"Vaud";2,44492529453542e-05;1988;1993;-1,73005169810739;-0,920958683300445
"Denens3";5631;"Denens";"Français";"Vaud";7,96704343892269e-05;1988;1993;-0,627559374534914;1,4825247351431
"Denges3";5632;"Denges";"Français";"Vaud";0,000130536257253106;1988;1993;0,628712453584236;0,803299798035183
"Develier3";6712;"Develier";"Français";"Jura";0,000160979762950866;1988;1993;0,976728701038114;-0,438434338088131
"Dizy3";5481;"Dizy";"Français";"Vaud";2,67460659964103e-05;1988;1993;0,310899056363528;0,305092860470827
